area_code,area_name,area_type_name,minimum_period_ratio,mean_period_ratio,access_tier,purpose,feature_snapshot_date,is_static_auxiliary,historical_2025_use_allowed,coverage_status,operation_status,culture_inside_count,culture_buffer400_count,culture_nearby_only_count,culture_inside_diversity,culture_buffer400_diversity,culture_core_inside_count,culture_core_buffer400_count,has_observed_core_inside,has_observed_core_buffer400,operation_verified_open_count,operation_unknown_count,open_now,observed_culture_nearest_distance_m,poi_museum_inside_count,has_museum_inside,poi_museum_buffer400_count,has_museum_buffer400,poi_museum_nearby_only_count,poi_art_gallery_inside_count,has_art_gallery_inside,poi_art_gallery_buffer400_count,has_art_gallery_buffer400,poi_art_gallery_nearby_only_count,poi_performance_hall_inside_count,has_performance_hall_inside,poi_performance_hall_buffer400_count,has_performance_hall_buffer400,poi_performance_hall_nearby_only_count,poi_cinema_inside_count,has_cinema_inside,poi_cinema_buffer400_count,has_cinema_buffer400,poi_cinema_nearby_only_count,poi_cultural_center_inside_count,has_cultural_center_inside,poi_cultural_center_buffer400_count,has_cultural_center_buffer400,poi_cultural_center_nearby_only_count,poi_exhibition_space_inside_count,has_exhibition_space_inside,poi_exhibition_space_buffer400_count,has_exhibition_space_buffer400,poi_exhibition_space_nearby_only_count,poi_park_inside_count,has_park_inside,poi_park_buffer400_count,has_park_buffer400,poi_park_nearby_only_count,poi_sports_facility_inside_count,has_sports_facility_inside,poi_sports_facility_buffer400_count,has_sports_facility_buffer400,poi_sports_facility_nearby_only_count,operation_source_active_count,feature_reference_date_min,feature_reference_date_max,poi_source_count
3120008,인사동,발달상권,0.9431137724550899,0.9610778443113773,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,23,60,37,3,7,23,56,1,1,,58,,0.0,3,1,10,1,7,0,0,4,1,4,1,1,3,1,2,0,0,2,1,2,0,0,4,1,4,19,1,33,1,14,0,0,4,1,4,0,0,0,0,0,2,2025-11-01,2026-09-16,4
3120007,북촌(안국역),발달상권,0.8353293413173652,0.8383233532934131,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,11,70,59,5,6,10,68,1,1,,70,,0.0,2,1,14,1,12,0,0,6,1,6,1,1,3,1,2,0,0,0,0,0,1,1,3,1,2,6,1,42,1,36,1,1,2,1,1,0,0,0,0,0,0,2025-11-01,2026-09-16,3
3120006,종각역,발달상권,0.9431137724550899,0.9610778443113773,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,6,53,47,3,7,5,51,1,1,,51,,0.0,0,0,9,1,9,1,1,4,1,3,0,0,5,1,5,0,0,2,1,2,0,0,2,1,2,4,1,29,1,25,1,1,2,1,1,0,0,0,0,0,2,2025-06-13,2026-09-16,4
3120005,삼청동,발달상권,0.7754491017964071,0.7954091816367265,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,15,42,27,3,5,15,41,1,1,,42,,0.0,1,1,12,1,11,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,11,1,22,1,11,0,0,1,1,1,0,0,0,0,0,0,2025-11-01,2026-09-16,3
3120004,종로구청,발달상권,0.9011976047904192,0.9161676646706587,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,4,55,51,3,6,4,54,1,1,,55,,0.0,1,1,11,1,10,1,1,7,1,6,0,0,4,1,4,0,0,0,0,0,2,1,2,1,0,0,0,30,1,30,0,0,1,1,1,0,0,0,0,0,0,2025-11-01,2026-09-16,3
3120003,광화문역,발달상권,0.9011976047904192,0.9161676646706587,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,9,51,42,6,7,9,47,1,1,,48,,0.0,1,1,14,1,13,3,1,8,1,5,2,1,7,1,5,1,1,3,1,2,1,1,4,1,3,1,1,11,1,10,0,0,4,1,4,0,0,0,0,0,3,2025-06-13,2026-09-16,4
3120002,서촌(경복궁역),발달상권,0.7574850299401198,0.7714570858283434,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,5,19,14,2,6,5,18,1,1,,19,,0.0,0,0,3,1,3,1,1,3,1,2,0,0,2,1,2,0,0,0,0,0,0,0,2,1,2,4,1,8,1,4,0,0,1,1,1,0,0,0,0,0,0,2025-11-01,2026-09-16,3
3120001,서대문역,발달상권,0.7125748502994012,0.7514970059880239,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,15,15,0,6,0,13,0,1,,12,,43.2146368468571,0,0,7,1,7,0,0,1,1,1,0,0,1,1,1,0,0,3,1,3,0,0,1,1,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,3,2025-06-13,2026-09-16,4
3110036,동묘앞역 3번,골목상권,0.9940119760479041,0.9960079840319361,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,1,1,0,1,0,0,0,0,,1,,81.22177349454802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2025-11-28,2025-11-28,1
3110034,창신1동주민센터,골목상권,0.9850299401197605,0.9890219560878243,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,2,2,0,2,0,1,0,1,,2,,212.71126580809198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,2025-11-28,2026-09-16,2
3110033,창신역 4번,골목상권,0.9850299401197605,0.9890219560878243,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,4,4,0,2,0,1,0,1,,4,,6.048629672978347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,3,0,0,0,0,0,0,2025-11-28,2026-09-16,2
3110032,수족관거리,골목상권,0.9850299401197605,0.9890219560878243,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,2,2,0,2,0,1,0,1,,2,,260.9046973388832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,2025-11-28,2026-09-16,2
3110031,창신역 1번,골목상권,0.9281437125748503,0.9441117764471058,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,1,4,3,1,1,0,0,0,0,,4,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,3,0,0,0,0,0,0,2025-11-28,2025-12-14,1
3110030,동대문역 3번,골목상권,0.9850299401197605,0.9890219560878243,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,2,2,0,2,0,2,0,1,,2,,110.13717298755472,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2026-09-16,2026-09-16,1
3110029,동대문역 1번,골목상권,0.9850299401197605,0.9890219560878243,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,8,8,0,4,0,5,0,1,,8,,58.42835770090315,0,0,1,1,1,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,3,0,0,0,0,0,0,2025-11-01,2026-09-16,3
3110028,이화달팽이길,골목상권,0.9640718562874252,0.9770459081836328,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,1,23,22,1,5,1,21,1,1,,23,,0.0,0,0,1,1,1,0,0,1,1,1,1,1,18,1,17,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,2025-11-01,2026-09-16,3
3110027,혜화역 1번,골목상권,0.8473053892215568,0.8682634730538922,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,2,43,41,2,7,2,40,1,1,,42,,0.0,1,1,1,1,0,0,0,2,1,2,1,1,34,1,33,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,3,1,3,0,0,0,0,0,1,2025-11-01,2026-09-16,4
3110026,종로5가역 4번,골목상권,0.9491017964071856,0.9620758483033933,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,4,4,0,2,0,4,0,1,,4,,270.7637738947928,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2026-09-16,2026-09-16,1
3110025,충신시장옆,골목상권,0.9281437125748503,0.940119760479042,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,4,4,0,2,0,4,0,1,,4,,249.0020529508712,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2026-09-16,2026-09-16,1
3110024,혜회동주민센터,골목상권,0.8473053892215568,0.8682634730538922,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,6,41,35,3,7,6,39,1,1,,40,,0.0,0,0,2,1,2,1,1,1,1,0,4,1,29,1,25,0,0,1,1,1,0,0,1,1,1,1,1,5,1,4,0,0,2,1,2,0,0,0,0,0,1,2025-11-01,2026-09-16,4
3110023,서울대병원,골목상권,0.8473053892215568,0.8682634730538922,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,28,28,0,6,0,27,0,1,,28,,73.65436349025079,0,0,2,1,2,0,0,1,1,1,0,0,22,1,22,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,2025-11-01,2026-09-16,3
3110022,경신고등학교,골목상권,0.7604790419161677,0.7904191616766467,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,5,34,29,2,7,5,32,1,1,,33,,0.0,0,0,3,1,3,0,0,1,1,1,4,1,19,1,15,0,0,1,1,1,0,0,2,1,2,1,1,6,1,5,0,0,2,1,2,0,0,0,0,0,1,2025-08-28,2026-09-16,4
3110021,성균관대학교,골목상권,0.8473053892215568,0.8682634730538922,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,2,34,32,2,7,1,32,1,1,,33,,0.0,0,0,4,1,4,0,0,1,1,1,1,1,21,1,20,0,0,1,1,1,0,0,1,1,1,0,0,4,1,4,1,1,2,1,1,0,0,0,0,0,1,2025-11-01,2026-09-16,4
3110017,정독도서관,골목상권,0.5538922155688623,0.6177644710578841,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,2,29,27,1,5,2,28,1,1,,29,,0.0,2,1,7,1,5,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,17,1,17,0,0,1,1,1,0,0,0,0,0,0,2025-11-01,2026-09-16,3
3110018,중앙고등학교,골목상권,0.7485029940119761,0.7844311377245509,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,3,36,33,3,6,3,33,1,1,,36,,0.0,1,1,8,1,7,1,1,2,1,1,0,0,2,1,2,0,0,0,0,0,0,0,1,1,1,1,1,20,1,19,0,0,3,1,3,0,0,0,0,0,0,2025-11-01,2026-09-16,3
3110019,창덕궁,골목상권,0.9431137724550899,0.9610778443113773,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,5,17,12,4,7,5,15,1,1,,15,,0.0,1,1,4,1,3,1,1,1,1,0,1,1,2,1,1,0,0,2,1,2,0,0,2,1,2,2,1,4,1,2,0,0,2,1,2,0,0,0,0,0,2,2025-11-01,2026-09-16,4
3110020,서울국제고등학교,골목상권,0.6227544910179641,0.6616766467065868,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,22,22,0,6,0,19,0,1,,22,,11.8071149329062,0,0,5,1,5,0,0,1,1,1,0,0,9,1,9,0,0,0,0,0,0,0,1,1,1,0,0,3,1,3,0,0,3,1,3,0,0,0,0,0,0,2025-08-28,2026-09-16,3
3110002,독립문역 1번,골목상권,0.5748502994011976,0.6317365269461078,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,2,2,0,1,0,2,0,1,,2,,79.11813204213817,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-31,2026-04-08,1
3110004,대신고등학교,골목상권,0.5748502994011976,0.6317365269461078,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,2,2,0,2,0,2,0,1,,2,,277.40260215249896,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-31,2026-09-16,2
3110035,동묘앞역 2번,골목상권,0.9940119760479041,0.9970059880239521,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,3,3,0,2,0,1,0,1,,3,,43.59573434511977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,2,0,0,0,0,0,0,2025-11-28,2026-09-16,2
3110012,성곡미술관,골목상권,0.7754491017964071,0.7894211576846307,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,1,26,25,1,7,1,23,1,1,,23,,0.0,0,0,4,1,4,1,1,4,1,3,0,0,4,1,4,0,0,3,1,3,0,0,3,1,3,0,0,5,1,5,0,0,3,1,3,0,0,0,0,0,3,2025-11-01,2026-09-16,4
