admin_code,quarters_observed,positive_gap_quarters,negative_gap_quarters,mean_gap_z,mean_gap_ratio,gap_type,dong_name,sggnm,minimum_period_ratio,mean_period_ratio,sales_amount,floating_population,store_count,data_quality_warning,공부,생활서비스,쇼핑,식사,여가문화,카페,top_3_industries
11170560,4,2,0,1.0902685954234808,1.507859717979868,일반형,원효로1동,용산구,0.5359281437125748,0.5668662674650699,102265934508,4702896,1548,,0.03251719531042727,0.05679616146807548,0.7523713055786043,0.11385413753872427,0.03515727764379586,0.009303922460372848,컴퓨터및주변장치판매 · 한식음식점 · 호프-간이주점
11710710,4,1,0,1.0838702624354384,1.4777428780727657,일반형,잠실6동,송파구,0.6317365269461078,0.6407185628742514,251589130813,2279811,1680,,0.001446349601129897,0.09680177107135018,0.7654089026092763,0.10300541595042917,0.004804471366048147,0.028533089401766278,일반의류 · 일반의원 · 한식음식점
11110580,4,2,0,1.0689744132597199,1.4615387222095375,일반형,교남동,종로구,0.6526946107784432,0.6936127744510978,9103806955,3950238,295,하위 5% 규모: 잔차 과장 가능,0.017187299859655253,0.5285013789047331,0.11873268351833148,0.3232308851171153,0.0,0.01234775260016484,의약품 · 한식음식점 · 일반의원
11230740,4,1,0,0.8985801878419692,1.3832712422020852,일반형,이문1동,동대문구,0.997005988023952,0.997005988023952,29537499828,11235621,894,,0.02263341856599062,0.2349957737594337,0.2816256193800967,0.3264592845755733,0.03212779058911485,0.10215811312979078,한식음식점 · 편의점 · 커피-음료
11350695,4,1,0,0.8957347204192201,1.3941574314614222,일반형,상계6·7동,노원구,0.7664670658682635,0.8003992015968064,97803554033,6079845,1432,,0.07212643600476755,0.6241584829054655,0.09604195203203572,0.12699658000985437,0.06547730632405493,0.015199242723821928,일반의원 · 의약품 · 한식음식점
11260570,4,2,0,0.8947050122635745,1.4017450978770842,일반형,면목7동,중랑구,0.9910179640718564,0.996007984031936,43583890702,6074034,910,,0.009751890667725454,0.3896302253763852,0.3852790277218055,0.17558272774047762,0.026351338086191035,0.013404790407415152,의약품 · 한식음식점 · 일반의원
11230705,4,1,0,0.8614284435924774,1.3648127126109462,일반형,청량리동,동대문구,0.9820359281437124,0.9880239520958084,64183152952,6002827,1099,,0.0013700379765662467,0.301438456762463,0.42806262891988195,0.22176681191783781,0.036815541934612436,0.010546522488638617,청과상 · 한식음식점 · 일반의원
11320680,4,1,0,0.8442621180234848,1.3837779946308508,일반형,쌍문3동,도봉구,0.5778443113772455,0.6067864271457085,32540651259,5550556,686,,0.03450611255635042,0.4420380032812545,0.2574649681506548,0.21192570932619761,0.046622376513758265,0.007442830171784424,한식음식점 · 인테리어 · 슈퍼마켓
11215870,4,1,0,0.7796387019864458,1.3264418407039331,일반형,구의3동,광진구,0.8413173652694611,0.8622754491017964,117346571291,6128436,2233,,0.11160275961982388,0.2367487361527259,0.46584003619023984,0.1302946295301996,0.03738675993455704,0.018127078572453728,컴퓨터및주변장치판매 · 일반교습학원 · 핸드폰
11110710,4,1,0,0.7723004138004171,1.3214509992624006,일반형,숭인2동,종로구,0.9850299401197604,0.9870259481037924,25818356136,5183066,831,,0.004500010240311142,0.21929991840592836,0.422526692696327,0.29817116533092664,0.04211184710106208,0.013390366225444804,한식음식점 · 일반의원 · 일반의류
11680545,4,0,0,0.7430445577999064,1.3045640913300844,일반형,압구정동,강남구,0.5808383233532934,0.6786427145708583,353798537330,7378991,4395,,0.07455579856565825,0.27569766252317707,0.42320666741010804,0.18837597812575446,0.024993124433842044,0.013170768941460168,일반의류 · 일반의원 · 한식음식점
11350710,4,0,0,0.7247548066056592,1.2963640031027905,일반형,상계9동,노원구,0.5149700598802395,0.5588822355289421,19019406557,1764587,428,하위 5% 규모: 잔차 과장 가능,0.0921117780804374,0.3659496601085249,0.3491079196451713,0.15998819878426138,0.0192940589339756,0.01354838444762943,슈퍼마켓 · 일반의원 · 의약품
11140670,4,1,0,0.6155731493936134,1.2919604096005763,일반형,황학동,중구,0.9790419161676648,0.9850299401197604,56726095509,5321500,1305,,0.001874700048465837,0.11191666819361382,0.4532004561625645,0.3960993103682785,0.018473900426193353,0.018434964800884017,한식음식점 · 반찬가게 · 가구
11680580,4,2,0,0.5981584387608156,1.2715639338744196,일반형,삼성1동,강남구,0.7395209580838323,0.7644710578842315,251151596955,4923443,3496,,0.03055067755103616,0.12067706187602091,0.3368029736126111,0.4217440390633012,0.045581916252163776,0.04464333164486686,한식음식점 · 일반의류 · 중식음식점
11140580,4,1,0,0.5906101576598795,1.2535045742225122,일반형,장충동,중구,0.8233532934131736,0.8602794411177644,26121951436,2090605,495,,0.028186703884047447,0.08205202142923086,0.38165249600228984,0.3825561870246791,0.05123033860156818,0.07432225305818457,한식음식점 · 일반의류 · 커피-음료
11230650,4,0,0,0.5876662723259791,1.2366755830837979,일반형,장안1동,동대문구,0.9580838323353292,0.9800399201596806,175696276097,8685517,2575,,0.02785370252980314,0.5088980699945905,0.17285516032925508,0.2596724101813733,0.024165217910799508,0.006555439054178487,의약품 · 한식음식점 · 반찬가게
11140665,4,0,0,0.5641787778779064,1.2514538265014075,일반형,동화동,중구,0.937125748502994,0.9451097804391216,33427484047,3558358,531,,0.003968754208766312,0.06671931614309327,0.8082863076386647,0.07784814547637318,0.03665868658487853,0.006518789948223949,일반의류 · 한식음식점 · 편의점
11305595,4,0,0,0.5392511243488267,1.2189615145598578,일반형,번1동,강북구,0.5479041916167665,0.593812375249501,53071411855,6453446,1220,,0.008746075349722765,0.2845045730694552,0.37015269044795984,0.2147542532717872,0.10669746076232402,0.015144947098750968,한식음식점 · 신발 · 일반의원
11260630,4,1,0,0.5356477543634515,1.2288773953032424,일반형,묵2동,중랑구,0.9910179640718564,0.996007984031936,28190579436,5112908,899,,0.005823068779862308,0.27845064766479316,0.39718037596281214,0.2331156845470099,0.07680406310609755,0.00862615993942495,슈퍼마켓 · 한식음식점 · 일반의원
11215740,4,0,0,0.5035966323790334,1.2046232443011191,일반형,중곡1동,광진구,0.8802395209580839,0.8942115768463075,61618566267,3450358,1177,,0.00992879706660183,0.31897180799102864,0.4081172604541412,0.21009879340430646,0.050511352544515054,0.0023719885394067604,한식음식점 · 일반의원 · 슈퍼마켓
11200660,4,1,0,0.48972175239875826,1.2005549474668218,일반형,성수1가2동,성동구,0.9640718562874252,0.9700598802395208,89766378253,5517614,2081,,0.019193955415511242,0.13767058050586983,0.49993381876805526,0.2574230803639193,0.02307072599234322,0.0627078389543011,컴퓨터및주변장치판매 · 한식음식점 · 의료기기
11230720,4,1,0,0.470620430799223,1.2094303736658851,일반형,휘경1동,동대문구,0.997005988023952,0.997005988023952,18235367546,6298818,654,,0.05780481245255839,0.38148205608972924,0.15753916205709584,0.31186727444095136,0.0632812669165599,0.028025428043105264,일반의원 · 한식음식점 · 편의점
11110640,4,0,0,0.45108874210237515,1.1797351339057736,일반형,이화동,종로구,0.8473053892215568,0.8682634730538922,38702183156,4456453,675,,0.01648901968727999,0.08069542442635635,0.27232537220231845,0.4374065918132983,0.06224381503983806,0.13083977683090886,한식음식점 · 커피-음료 · 슈퍼마켓
11290600,4,0,0,0.42453992370665394,1.1705531696624618,일반형,안암동,성북구,0.874251497005988,0.8902195608782435,42478152488,7935075,996,,0.01470300736776243,0.17296550903610006,0.19463374063492062,0.4079921382384958,0.09746028444079632,0.11224532028192478,한식음식점 · 커피-음료 · 의약품
11200620,4,0,0,0.39957790574017815,1.1611484821079538,일반형,금호4가동,성동구,0.8233532934131736,0.8612774451097804,16400658389,2565751,521,,0.009888186019944787,0.6292524744568655,0.07932196702984447,0.22710633882223713,0.047187087289072366,0.0072439463820357,일반의원 · 한식음식점 · 의약품
11305535,4,0,0,0.3667900039047354,1.1440766449379698,일반형,미아동,강북구,0.5688622754491018,0.6017964071856288,49340384038,7847140,1156,,0.020481154792425533,0.36080846357598834,0.32099126185970367,0.22486347662910747,0.05899582449050576,0.013859818652269242,한식음식점 · 의약품 · 일반의원
11110515,4,0,0,0.3442764316469793,1.1389754716394447,일반형,청운효자동,종로구,0.6167664670658682,0.6646706586826348,25920026514,3348036,917,,0.16898324199762044,0.09845555958909309,0.20958487739454323,0.3305441025830889,0.010168419073863297,0.18226379936179105,커피-음료 · 한식음식점 · 서적
11260660,4,1,0,0.3432198469837445,1.2271830599870213,일반형,망우3동,중랑구,0.5898203592814372,0.6427145708582834,15817388133,3877776,500,,0.01633464582315943,0.18219630957828756,0.40709008724177587,0.33506749536876906,0.046859102259345184,0.012452359728662921,한식음식점 · 슈퍼마켓 · 육류판매
11260600,4,0,0,0.32651806272649153,1.133653031508428,일반형,중화1동,중랑구,1.0,1.0,20007288885,4782186,604,,0.05526455460084691,0.27254941488290507,0.5922628348153628,0.05971430471500387,0.017765809103025804,0.002443081882855514,육류판매 · 슈퍼마켓 · 일반의원
11140645,4,0,0,0.312012061666957,1.1306161723311647,일반형,청구동,중구,0.9850299401197604,0.9890219560878242,8069509412,2760517,437,,0.18810212040186416,0.24373875542856854,0.37691009139627235,0.12448926913774074,0.02336968090272797,0.043390082732826234,일반의류 · 일반교습학원 · 일반의원
11230710,4,1,0,0.3120056019727773,1.147096859882752,일반형,회기동,동대문구,0.9461077844311376,0.9520958083832336,30035838073,4730769,901,,0.005708140574712972,0.23310746881718947,0.12824764288707116,0.41867419528753563,0.12336171722575527,0.09090083520773547,한식음식점 · 의약품 · 커피-음료
11305545,4,0,0,0.31035618285164973,1.1262291299547589,일반형,송중동,강북구,0.6047904191616766,0.6407185628742514,75586231242,11297871,1557,,0.012165010133341184,0.32912427929303584,0.34109696044315974,0.23627554448139262,0.061926946112892955,0.01941125953617763,일반의원 · 한식음식점 · 가전제품
11140540,4,0,0,0.3051946558903712,1.122999122963272,일반형,회현동,중구,0.7754491017964071,0.8003992015968064,259968527196,4347793,4752,,0.004651769754760556,0.13444997784538668,0.6033524872291287,0.20250793976806447,0.020854549646744387,0.03418327575591517,일반의류 · 한식음식점 · 육류판매
11230570,4,0,0,0.29508428762036826,1.1211849990961493,일반형,전농2동,동대문구,1.0,1.0,15351772775,2307719,590,,0.1885946716665105,0.43838445700288187,0.09820966784078786,0.20336925857085583,0.0499436079622407,0.021498336956723228,일반의원 · 일반교습학원 · 의약품
11305635,4,0,0,0.29039059530284395,1.119664468442393,일반형,수유3동,강북구,0.5329341317365269,0.5688622754491018,107559312289,9345749,1956,,0.004327416307287059,0.21941160971343926,0.32732955559814064,0.27174999542079864,0.16114607833702752,0.016035344623306864,한식음식점 · 호프-간이주점 · 시계및귀금속
11710510,4,0,0,0.288544202785321,1.1122108428067914,일반형,풍납1동,송파구,0.6197604790419161,0.6387225548902196,10667586358,4301974,422,,0.009177636131961464,0.33408470720532973,0.40750237215000196,0.20577273905580507,0.04137919996016404,0.002083345496737717,육류판매 · 한식음식점 · 슈퍼마켓
11110680,4,0,0,0.28781044787085336,1.1150410005402343,일반형,창신2동,종로구,0.6586826347305389,0.6826347305389221,12957408786,4552384,346,,0.0,0.14788250534091008,0.35698874098946715,0.435228808872126,0.05093343081936784,0.00896651397812896,한식음식점 · 슈퍼마켓 · 육류판매
11140570,4,0,0,0.23535848872017273,1.0976064004566894,일반형,필동,중구,0.8562874251497006,0.8872255489021956,37143898916,2729614,1160,,0.032819142943416035,0.08402550922449317,0.12794337198545697,0.5738961568683804,0.07366793815016853,0.10764788082808491,한식음식점 · 커피-음료 · 중식음식점
11230750,4,0,0,0.22284702603866854,1.090565458941318,일반형,이문2동,동대문구,0.994011976047904,0.996007984031936,9369868027,3394045,449,,0.12768604270118605,0.4117689744276267,0.1969677806220824,0.23437339839493132,0.0269574222680778,0.0022463815860957375,일반의원 · 한식음식점 · 의약품
11140650,4,0,0,0.21683838962184096,1.111097983566297,일반형,신당5동,중구,0.8982035928143712,0.9131736526946108,26917215712,3133863,720,,0.0002149329656492222,0.28510067174513865,0.20645165579003702,0.3872721371903534,0.11770405464290094,0.0032565476659207893,한식음식점 · 일반의원 · 슈퍼마켓
11260565,4,0,0,0.20721674649672966,1.0825869628288636,일반형,면목본동,중랑구,0.997005988023952,0.999001996007984,61266741523,9954963,1546,,0.011770469410867545,0.18611707493402938,0.3966775988058124,0.34564787347226716,0.05435087130837422,0.005436112068649341,한식음식점 · 육류판매 · 반찬가게
11680565,4,0,0,0.20589924843260507,1.085270124057741,일반형,청담동,강남구,0.6017964071856288,0.6397205588822356,304226566513,9144809,4440,,0.037368110902682175,0.33970766229774285,0.3930476475790959,0.18175069401980462,0.038266408684931655,0.009859476515742838,일반의류 · 일반의원 · 한식음식점
11215850,4,0,0,0.1818335195015274,1.0747041509157809,일반형,구의1동,광진구,0.8203592814371258,0.8313373253493014,61376274551,6680759,1385,,0.011981394184962284,0.36862883026893284,0.23675051935460376,0.27798485383505595,0.09094762708938404,0.013706775267061126,한식음식점 · 철물점 · 슈퍼마켓
11260655,4,0,0,0.17530038868618303,1.0708280063744056,일반형,망우본동,중랑구,0.781437125748503,0.8103792415169662,72746702458,11290836,1911,,0.005407645263744032,0.31021484664585347,0.3425431863167518,0.27486301080855513,0.058001853079678464,0.008969457885417104,한식음식점 · 의약품 · 일반의원
11215860,4,0,0,0.1650492242208232,1.0689340919742927,일반형,구의2동,광진구,0.8802395209580839,0.907185628742515,31461447756,4877442,939,,0.057568687780891706,0.3521653951187611,0.21913518263587184,0.30679153206353166,0.04798777515608999,0.01635142724485371,한식음식점 · 의약품 · 세탁소
11140520,4,0,0,0.1621991098476297,1.0654957121212574,일반형,소공동,중구,0.8712574850299402,0.8862275449101796,180541098056,2542035,2681,,0.0011828730870671845,0.06773345782026277,0.253628353189681,0.4700015006316175,0.09675439722085746,0.11069941805051409,한식음식점 · 시계및귀금속 · 커피-음료
11170685,4,0,0,0.15790054013623994,1.0666674974458341,일반형,한남동,용산구,0.8622754491017964,0.8882235528942116,93688601062,4379717,2297,,0.02300857452843669,0.19335235696402547,0.21212037795129993,0.42039047676606667,0.12098121797655154,0.0301469958136197,한식음식점 · 일반의류 · 양식음식점
11710680,4,0,0,0.15504605510311936,1.0682250939952902,일반형,잠실3동,송파구,0.5059880239520959,0.5289421157684631,99129036900,3450782,1520,,0.03970816395574201,0.18311084202614702,0.5521838380737865,0.19653052998641612,0.010115463897944921,0.018351162059963483,완구 · 시계및귀금속 · 일반의원
11260620,4,0,0,0.1432927327986543,1.06018538154253,일반형,묵1동,중랑구,0.9820359281437124,0.9860279441117764,45076371888,6861147,1040,,0.035922659082308975,0.22169000796757293,0.4540518757111555,0.23838034011917814,0.030513339991459252,0.019441777128325212,신발 · 한식음식점 · 일반의원
11740610,4,0,0,0.13288706915276713,1.0631386269242082,일반형,천호2동,강동구,0.7245508982035929,0.7445109780439122,145293691119,10996301,2891,,0.07245330512925063,0.3474275698636916,0.2802429158926873,0.23091928320907346,0.05514634906919382,0.013810576836103237,일반의류 · 의약품 · 한식음식점
11350700,4,0,0,0.12141575056490665,1.0522056146578649,일반형,상계8동,노원구,0.6227544910179641,0.6736526946107785,13716090451,999826,373,하위 5% 규모: 잔차 과장 가능,0.09962655261582745,0.5065006440296185,0.11395972150985927,0.18345623754737952,0.07607259756178754,0.020384246735527745,일반의원 · 의약품 · 치과의원
11110540,4,0,0,0.11473189744630628,1.07399599614099,일반형,삼청동,종로구,0.7305389221556886,0.7664670658682634,38345074586,974927,714,하위 5% 규모: 잔차 과장 가능,0.010523566751577788,0.021882220521390015,0.2511604668391034,0.491124738896081,0.021680979629741904,0.20362802736210592,한식음식점 · 커피-음료 · 일반의류
11215820,4,0,0,0.11030546519357498,1.0470396455537319,일반형,자양1동,광진구,0.6197604790419161,0.6307385229540917,44970439668,7523250,1230,,0.016472192521771366,0.39125882381622085,0.34188201837706794,0.20050410319684137,0.04031734162230473,0.009565520465793814,일반의원 · 한식음식점 · 의약품
11230730,4,0,0,0.10558500915312276,1.0609015191711133,일반형,휘경2동,동대문구,1.0,1.0,14760610838,4420776,558,,0.17633672370110892,0.5115636153458217,0.14563574540328925,0.12735841034168996,0.0239630871568948,0.015142418051195287,의약품 · 편의점 · 외국어학원
11110600,4,0,0,0.1050665349909889,1.060645665943446,일반형,가회동,종로구,0.6976047904191617,0.7275449101796406,30409432895,1171993,610,하위 5% 규모: 잔차 과장 가능,0.01036256654598162,0.00981660085641002,0.07513506824968365,0.6287720420180496,0.07161383231050222,0.20429989001937288,한식음식점 · 커피-음료 · 양식음식점
11140550,4,0,0,0.09850166890586069,1.046042563260102,일반형,명동,중구,0.9131736526946108,0.9191616766467066,268609825638,5774872,4294,,0.012880449982729683,0.13917095640566732,0.2714552993317036,0.4633800658161462,0.03541784857796401,0.07769537988578916,한식음식점 · 커피-음료 · 화장품
11230660,4,0,0,0.08687323980315506,1.037794010203759,일반형,장안2동,동대문구,0.9760479041916168,0.9850299401197604,100573890106,8058972,1956,,0.09753328104005396,0.21415562398252175,0.44541533296351543,0.18609917306841256,0.04548253403720241,0.011314054908293894,슈퍼마켓 · 조명용품 · 한식음식점
11260680,4,0,0,0.08581916020933421,1.0404755947926272,일반형,신내1동,중랑구,0.8053892215568862,0.8502994011976049,36706234831,4878033,1230,,0.11286152377310278,0.3063127880254366,0.1036398832654763,0.35252025666963455,0.09391269491058522,0.03075285335576455,한식음식점 · 의약품 · 일반교습학원
11260520,4,0,0,0.08291910584089854,1.0473381336012761,일반형,면목2동,중랑구,0.9910179640718564,0.994011976047904,26817584673,5699307,1063,,0.05056807954690037,0.2316324280409218,0.35642722689428236,0.3204925951311827,0.03384871587313064,0.0070309545135821185,한식음식점 · 슈퍼마켓 · 의약품
11740650,4,0,0,0.07994894827166342,1.0391670235200454,일반형,성내2동,강동구,0.6736526946107785,0.6906187624750499,58301128830,8151201,1416,,0.004713913289764342,0.4111721480710822,0.24458381237487267,0.274594795817438,0.04540214565516158,0.01953318479168116,한식음식점 · 일반의원 · 의료기기
11110650,4,0,0,0.078647125368662,1.034200318731455,일반형,혜화동,종로구,0.7604790419161677,0.7904191616766467,53380124553,9250213,1331,,0.033220149050782605,0.10814935572636374,0.1522393566341591,0.5299881084187174,0.08534697502394567,0.09105605514603153,한식음식점 · 커피-음료 · 분식전문점
11290555,4,0,0,0.03822975582110116,1.025267893688231,일반형,삼선동,성북구,0.7694610778443114,0.8043912175648703,60224100900,10201987,1436,,0.049787735594073436,0.3148128284468918,0.2986199462381679,0.26461890166632607,0.053639032259923704,0.0185215557946171,한식음식점 · 일반의원 · 의약품
11200520,4,0,0,0.030383860731078245,1.0179669317599194,일반형,왕십리2동,성동구,0.8892215568862275,0.907185628742515,13725661749,4634683,535,,0.04496714411929663,0.3626922017339304,0.3295396472472112,0.2190158407640357,0.035783399735592594,0.008001766399933451,일반의원 · 한식음식점 · 미곡판매
11200560,4,0,0,0.029817513635647084,1.017943135530581,일반형,행당1동,성동구,0.9670658682634732,0.9840319361277444,42718825214,6771746,1086,,0.07372721876648937,0.4023872381529485,0.12189083138207481,0.34505553479427664,0.03697626742044236,0.019962909483768276,한식음식점 · 일반의원 · 의약품
11215710,4,0,0,0.025648894939035088,1.0164455676348432,일반형,화양동,광진구,0.9820359281437124,0.9890219560878244,84693721210,8980586,2151,,0.011856941986408203,0.15954431417053566,0.14433786563338089,0.4524836650520814,0.16213321133867795,0.06964400181891595,한식음식점 · 호프-간이주점 · 일반의원
11260590,4,0,0,0.023501462657828015,1.016058064815139,일반형,상봉2동,중랑구,1.0,1.0,70363047726,6224381,1622,,0.007409220917066107,0.25368717642121313,0.23419583590480134,0.37607952054671917,0.11356725860024468,0.015060987609955593,한식음식점 · 일반의원 · 슈퍼마켓
11215730,4,0,0,0.018516090934808493,1.0165604057320352,일반형,군자동,광진구,0.9311377245508982,0.9540918163672656,46835445983,6843014,1278,,0.020707651921410764,0.3157983181235975,0.21396537811633973,0.3473126894084518,0.07090311409024168,0.03131284833995855,한식음식점 · 의료기기 · 슈퍼마켓
11290575,4,0,0,0.012869265061715634,1.0117103399382654,일반형,동선동,성북구,0.7155688622754491,0.7425149700598803,66621263124,7752129,1710,,0.06052170302588392,0.2038066270633143,0.11432032688759262,0.34394027507931524,0.15065620284500808,0.12675486509888587,한식음식점 · 커피-음료 · 호프-간이주점
11410520,4,0,0,0.002691965601134466,1.0304320799683016,일반형,천연동,서대문구,0.6227544910179641,0.6776447105788422,19004151548,3212534,573,,0.024864844863317758,0.2590905965237991,0.3317905475061096,0.3365592386403127,0.0376728335485909,0.010021938917869969,한식음식점 · 육류판매 · 의약품
11200790,4,0,0,-0.009878688341872416,1.0160882395595459,일반형,용답동,성동구,1.0,1.0,37314199839,2756340,1147,,0.15020491799859012,0.2749744044431042,0.2724281509146902,0.26393265862575527,0.022719927176729188,0.015739940841131003,한식음식점 · 문구 · 슈퍼마켓
11290705,4,0,0,-0.01042727339828485,1.0085781176024853,일반형,종암동,성북구,0.7724550898203593,0.7784431137724551,38265666519,11055108,1274,,0.05823962718363855,0.3204554361521796,0.2337662838711679,0.2835394681447075,0.07476233217000194,0.029236852478304536,한식음식점 · 일반의원 · 미곡판매
11350600,4,0,0,-0.04179202312218269,0.9930534503275029,일반형,공릉2동,노원구,0.8922155688622755,0.9301397205588824,41768789327,8198449,1287,,0.09997367460925449,0.25889876312526333,0.22562190544288074,0.31714703125084426,0.06661124118820214,0.03174738438355503,한식음식점 · 일반의원 · 슈퍼마켓
11260690,4,0,0,-0.042876360942574694,0.9958109046796306,일반형,신내2동,중랑구,0.7934131736526946,0.8073852295409182,34615908759,1718239,681,하위 5% 규모: 잔차 과장 가능,0.14504280280362752,0.32371940783113273,0.18928529306041786,0.2014754352848449,0.13035456539406348,0.010122495625913549,일반의원 · 일반교습학원 · 슈퍼마켓
11140635,4,0,0,-0.04437569606556685,0.9964099206144831,일반형,약수동,중구,0.9520958083832336,0.9580838323353292,30841090583,1923163,632,,0.06634962234856713,0.39850228748961747,0.2527647423498377,0.23011505400240145,0.04039706594184935,0.011871227867726923,일반의원 · 한식음식점 · 슈퍼마켓
11170530,4,0,0,-0.05208021231559045,0.9959271588402621,일반형,남영동,용산구,0.6856287425149701,0.7235528942115769,65664426522,1871643,1170,하위 5% 규모: 잔차 과장 가능,0.01255508901343695,0.1345621054048136,0.09356033133011027,0.5201288149765104,0.1720180414157063,0.0671756178594225,한식음식점 · 호프-간이주점 · 일반의원
11110700,4,0,0,-0.08036028719231736,0.9902051172623823,일반형,숭인1동,종로구,0.9491017964071856,0.9640718562874252,4386583533,2309254,259,하위 5% 규모: 잔차 과장 가능,0.04023593570536481,0.4431298078280549,0.1984035864021924,0.2878331780305801,0.02204951194303405,0.008347980090773754,한식음식점 · 핸드폰 · 일반의원
11320690,4,0,0,-0.09474853912863294,0.9736047945896242,일반형,방학1동,도봉구,0.6197604790419161,0.6307385229540917,62232465977,6491419,1580,,0.07576771207720834,0.37080876309045185,0.2329202937154566,0.24174745234360778,0.05925795356338495,0.019497825209890445,한식음식점 · 자동차수리 · 일반의원
11200550,4,0,1,-0.09977345385824365,1.0131879709140579,일반형,사근동,성동구,0.9670658682634732,0.9790419161676648,36655134129,4595770,705,,0.0623582028088014,0.020830420325645947,0.21913821307354028,0.47855980797303277,0.17362620820325522,0.04548714761572439,한식음식점 · 편의점 · PC방
11290810,4,0,0,-0.10938427182262735,0.9723156873195506,일반형,석관동,성북구,0.9850299401197604,0.9880239520958084,45506672764,10318531,1286,,0.005088782829739119,0.28744764289487046,0.19574282101869556,0.4260201499797789,0.06651320079358725,0.019187402483328696,한식음식점 · 의약품 · 일반의원
11290780,4,1,2,-0.1352025815547872,1.0360828790996106,일반형,장위3동,성북구,0.8952095808383234,0.8972055888223552,6493400019,3971878,400,,0.10762526302940216,0.32137719821570104,0.3418794365824207,0.19293153391663856,0.019300993567819804,0.016885574688017692,슈퍼마켓 · 한식음식점 · 일반의원
11215750,4,0,0,-0.15935424007976665,0.9646801394517592,일반형,중곡2동,광진구,0.9191616766467066,0.934131736526946,40723679033,4707238,1159,,0.05553210907510199,0.42063388433346316,0.2159231392840155,0.2301289960174213,0.07124051094816515,0.006541360341832944,한식음식점 · 일반의원 · 의약품
11170520,4,0,1,-0.1604202674024656,0.9652393613319348,일반형,용산2가동,용산구,0.7335329341317365,0.7714570858283433,15051073494,4761506,604,,0.005283549710371244,0.08188076488306861,0.34667039856526,0.4631381989981531,0.020189861747810824,0.08283722609533621,양식음식점 · 슈퍼마켓 · 한식음식점
