area_code,area_name,area_type_name,primary_admin_name,primary_district_name,ratio_08,ratio_14,ratio_19,minimum_period_ratio,access_tier,in_50pct,in_80pct,first_dropped_at,top10_purposes_at_25pct,study_top10_at_25pct
3111018,풍납초등학교(풍납백제문화공원),골목상권,풍납1동,송파구,0.3023952095808383,0.278443113772455,0.3023952095808383,0.278443113772455,exploration_25pct_all_periods,False,False,50pct,,False
3110398,쌍문2동우체국,골목상권,쌍문2동,도봉구,0.344311377245509,0.281437125748503,0.3053892215568862,0.281437125748503,exploration_25pct_all_periods,False,False,50pct,,False
3110400,도봉구보건소,골목상권,쌍문2동,도봉구,0.344311377245509,0.281437125748503,0.3053892215568862,0.281437125748503,exploration_25pct_all_periods,False,False,50pct,,False
3110408,가인초등학교,골목상권,창5동,도봉구,0.344311377245509,0.281437125748503,0.3053892215568862,0.281437125748503,exploration_25pct_all_periods,False,False,50pct,,False
3130321,장신구 특화거리 상점가,전통시장,성내1동,강동구,0.2844311377245509,0.2904191616766467,0.3023952095808383,0.2844311377245509,exploration_25pct_all_periods,False,False,50pct,,False
3130138,수유프라자,전통시장,미아동,강북구,0.3952095808383233,0.2874251497005988,0.3203592814371258,0.2874251497005988,exploration_25pct_all_periods,False,False,50pct,,False
3111012,석촌역 6번,골목상권,석촌동,송파구,0.3023952095808383,0.2934131736526946,0.3083832335329341,0.2934131736526946,exploration_25pct_all_periods,False,False,50pct,,False
3111013,송파나루역 1번(송리단길),골목상권,송파1동,송파구,0.3023952095808383,0.2934131736526946,0.3083832335329341,0.2934131736526946,exploration_25pct_all_periods,False,False,50pct,,False
3111015,석촌역 3번,골목상권,송파1동,송파구,0.3023952095808383,0.2934131736526946,0.3083832335329341,0.2934131736526946,exploration_25pct_all_periods,False,False,50pct,,False
3120249,고덕역,발달상권,명일2동,강동구,0.2934131736526946,0.2994011976047904,0.3053892215568862,0.2934131736526946,exploration_25pct_all_periods,False,False,50pct,,False
3110071,한강미주맨션아파트,골목상권,이촌1동,용산구,0.4131736526946107,0.2964071856287425,0.374251497005988,0.2964071856287425,exploration_25pct_all_periods,False,False,50pct,,False
3130058,이촌종합시장,전통시장,이촌1동,용산구,0.4131736526946107,0.2964071856287425,0.374251497005988,0.2964071856287425,exploration_25pct_all_periods,False,False,50pct,,False
3110951,신사은행나무공원,골목상권,신사동,강남구,0.4610778443113772,0.2994011976047904,0.3622754491017964,0.2994011976047904,exploration_25pct_all_periods,False,False,50pct,,False
3111076,둔촌2동주민센터,골목상권,둔촌2동,강동구,0.3053892215568862,0.311377245508982,0.3173652694610778,0.3053892215568862,exploration_25pct_all_periods,False,False,50pct,,False
3130136,수유재래시장,전통시장,수유1동,강북구,0.4161676646706587,0.3053892215568862,0.3383233532934132,0.3053892215568862,exploration_25pct_all_periods,False,False,50pct,,False
3110525,홍은종합사회복지관,골목상권,홍은1동,서대문구,0.4461077844311377,0.311377245508982,0.3832335329341317,0.311377245508982,exploration_25pct_all_periods,False,False,50pct,,False
3130073,뚝도시장,전통시장,성수2가1동,성동구,0.311377245508982,0.3173652694610778,0.344311377245509,0.311377245508982,exploration_25pct_all_periods,False,False,50pct,,False
3110295,정릉우체국,골목상권,정릉2동,성북구,0.3802395209580838,0.3143712574850299,0.3203592814371258,0.3143712574850299,exploration_25pct_all_periods,False,False,50pct,,False
3110298,솔숲어린이공원,골목상권,정릉1동,성북구,0.3802395209580838,0.3143712574850299,0.3413173652694611,0.3143712574850299,exploration_25pct_all_periods,False,False,50pct,,False
3120223,휘문고교사거리,발달상권,대치2동,강남구,0.3323353293413174,0.3203592814371258,0.3413173652694611,0.3203592814371258,exploration_25pct_all_periods,False,False,50pct,,False
3120215,포스코사거리,발달상권,대치4동,강남구,0.3323353293413174,0.3233532934131736,0.3413173652694611,0.3233532934131736,exploration_25pct_all_periods,False,False,50pct,,False
3120222,삼성역,발달상권,대치2동,강남구,0.3323353293413174,0.3233532934131736,0.3413173652694611,0.3233532934131736,exploration_25pct_all_periods,False,False,50pct,,False
3110571,신수동주민센터,골목상권,신수동,마포구,0.437125748502994,0.3293413173652694,0.3802395209580838,0.3293413173652694,exploration_25pct_all_periods,False,False,50pct,,False
3111020,방이동고분군(방산고등학교),골목상권,방이1동,송파구,0.3293413173652694,0.3323353293413174,0.3473053892215569,0.3293413173652694,exploration_25pct_all_periods,False,False,50pct,,False
3111021,방이역 4번,골목상권,방이1동,송파구,0.3293413173652694,0.3323353293413174,0.3473053892215569,0.3293413173652694,exploration_25pct_all_periods,False,False,50pct,,False
3111030,방이역 2번,골목상권,오금동,송파구,0.3293413173652694,0.3323353293413174,0.3473053892215569,0.3293413173652694,exploration_25pct_all_periods,False,False,50pct,,False
3111032,방이역 1번,골목상권,오금동,송파구,0.3293413173652694,0.3323353293413174,0.3473053892215569,0.3293413173652694,exploration_25pct_all_periods,False,False,50pct,,False
3120238,방이역,발달상권,방이1동,송파구,0.3293413173652694,0.3323353293413174,0.3473053892215569,0.3293413173652694,exploration_25pct_all_periods,False,False,50pct,,False
3110058,성심여자고등학교,골목상권,원효로2동,용산구,0.4431137724550898,0.3323353293413174,0.4011976047904191,0.3323353293413174,exploration_25pct_all_periods,False,False,50pct,,False
3110361,삼양사거리역 1번,골목상권,송천동,강북구,0.4431137724550898,0.3353293413173652,0.4071856287425149,0.3353293413173652,exploration_25pct_all_periods,False,False,50pct,,False
3110574,서강대학교,골목상권,대흥동,마포구,0.437125748502994,0.3353293413173652,0.3832335329341317,0.3353293413173652,exploration_25pct_all_periods,False,False,50pct,,False
3120047,한남오거리,발달상권,한남동,용산구,0.4431137724550898,0.3353293413173652,0.344311377245509,0.3353293413173652,exploration_25pct_all_periods,False,False,50pct,,False
3120187,신논현역,발달상권,논현1동,강남구,0.4041916167664671,0.3353293413173652,0.3802395209580838,0.3353293413173652,exploration_25pct_all_periods,False,False,50pct,,False
3110579,마포역 4번,골목상권,도화동,마포구,0.4401197604790419,0.3383233532934132,0.3892215568862275,0.3383233532934132,exploration_25pct_all_periods,False,False,50pct,,False
3130062,보광시장,전통시장,보광동,용산구,0.4461077844311377,0.3383233532934132,0.4131736526946107,0.3383233532934132,exploration_25pct_all_periods,False,False,50pct,,False
3001496,강남 마이스 관광특구,관광특구,삼성1동,강남구,0.3413173652694611,0.3473053892215569,0.344311377245509,0.3413173652694611,exploration_25pct_all_periods,False,False,50pct,쇼핑,False
3110583,공덕래미안3차아파트,골목상권,아현동,마포구,0.4071856287425149,0.3413173652694611,0.3772455089820359,0.3413173652694611,exploration_25pct_all_periods,False,False,50pct,,False
3120218,코엑스,발달상권,삼성1동,강남구,0.3413173652694611,0.3473053892215569,0.344311377245509,0.3413173652694611,exploration_25pct_all_periods,False,False,50pct,,False
3110569,홍대땡땡거리,골목상권,서교동,마포구,0.437125748502994,0.344311377245509,0.3922155688622754,0.344311377245509,exploration_25pct_all_periods,False,False,50pct,,False
3110573,신촌역 6번,골목상권,대흥동,마포구,0.437125748502994,0.344311377245509,0.3922155688622754,0.344311377245509,exploration_25pct_all_periods,False,False,50pct,,False
3120094,"신촌역(신촌역, 신촌로터리)",발달상권,신촌동,서대문구,0.437125748502994,0.344311377245509,0.3922155688622754,0.344311377245509,exploration_25pct_all_periods,False,False,50pct,,False
3130175,신촌 상인회(신촌상점가),전통시장,신촌동,서대문구,0.437125748502994,0.344311377245509,0.3922155688622754,0.344311377245509,exploration_25pct_all_periods,False,False,50pct,,False
3130194,용강동 상점가,전통시장,용강동,마포구,0.4401197604790419,0.3473053892215569,0.3892215568862275,0.3473053892215569,exploration_25pct_all_periods,False,False,50pct,,False
3110381,번동주공2단지,골목상권,번3동,강북구,0.4191616766467065,0.3772455089820359,0.3562874251497006,0.3562874251497006,exploration_25pct_all_periods,False,False,50pct,,False
3111004,삼전역 1번,골목상권,잠실본동,송파구,0.3712574850299401,0.3562874251497006,0.3892215568862275,0.3562874251497006,exploration_25pct_all_periods,False,False,50pct,,False
3110577,용강동주민센터,골목상권,용강동,마포구,0.4461077844311377,0.3592814371257485,0.4011976047904191,0.3592814371257485,exploration_25pct_all_periods,False,False,50pct,,False
3110962,도산공원북측,골목상권,압구정동,강남구,0.5119760479041916,0.3592814371257485,0.4640718562874251,0.3592814371257485,exploration_25pct_all_periods,False,False,50pct,,False
3111019,한성백제역 3번,골목상권,방이2동,송파구,0.3862275449101796,0.3592814371257485,0.4101796407185629,0.3592814371257485,exploration_25pct_all_periods,False,False,50pct,,False
3130313,방이시장,전통시장,방이2동,송파구,0.3862275449101796,0.3592814371257485,0.4101796407185629,0.3592814371257485,exploration_25pct_all_periods,False,False,50pct,,False
3111014,송파나루역 2번,골목상권,방이2동,송파구,0.3862275449101796,0.3622754491017964,0.4191616766467065,0.3622754491017964,exploration_25pct_all_periods,False,False,50pct,,False
3111066,암사동성당(효정하나플러스아파트),골목상권,암사1동,강동구,0.4221556886227545,0.3622754491017964,0.4191616766467065,0.3622754491017964,exploration_25pct_all_periods,False,False,50pct,,False
3110280,북정마을,골목상권,성북동,성북구,0.4640718562874251,0.3712574850299401,0.374251497005988,0.3712574850299401,exploration_25pct_all_periods,False,False,50pct,,False
3110399,창2동주민센터,골목상권,창2동,도봉구,0.4580838323353293,0.374251497005988,0.4251497005988024,0.374251497005988,exploration_25pct_all_periods,False,False,50pct,,False
3110578,대흥역 2번,골목상권,염리동,마포구,0.4580838323353293,0.374251497005988,0.4161676646706587,0.374251497005988,exploration_25pct_all_periods,False,False,50pct,,False
3110134,성수119안전센터,골목상권,성수2가1동,성동구,0.3772455089820359,0.4790419161676646,0.5209580838323353,0.3772455089820359,exploration_25pct_all_periods,False,False,50pct,,False
3110416,노원초등학교,골목상권,상계1동,노원구,0.5269461077844312,0.3832335329341317,0.4550898203592814,0.3832335329341317,exploration_25pct_all_periods,False,False,50pct,,False
3110521,홍제역 4번,골목상권,홍제1동,서대문구,0.4880239520958084,0.3832335329341317,0.4461077844311377,0.3832335329341317,exploration_25pct_all_periods,False,False,50pct,,False
3110522,홍제역 3번,골목상권,홍제1동,서대문구,0.4880239520958084,0.3832335329341317,0.4461077844311377,0.3832335329341317,exploration_25pct_all_periods,False,False,50pct,,False
3110527,홍제역 2번,골목상권,홍제3동,서대문구,0.4880239520958084,0.3832335329341317,0.4461077844311377,0.3832335329341317,exploration_25pct_all_periods,False,False,50pct,,False
3110529,홍제3동주민센터,골목상권,홍제3동,서대문구,0.4880239520958084,0.3832335329341317,0.4461077844311377,0.3832335329341317,exploration_25pct_all_periods,False,False,50pct,,False
3130080,자양종합시장(기능상실),전통시장,자양2동,광진구,0.4461077844311377,0.3832335329341317,0.3982035928143712,0.3832335329341317,exploration_25pct_all_periods,False,False,50pct,,False
3130176,유진상가,전통시장,홍은1동,서대문구,0.4880239520958084,0.3832335329341317,0.4461077844311377,0.3832335329341317,exploration_25pct_all_periods,False,False,50pct,,False
3130177,인왕시장(홍제골목형상점가),전통시장,홍제3동,서대문구,0.4880239520958084,0.3832335329341317,0.4461077844311377,0.3832335329341317,exploration_25pct_all_periods,False,False,50pct,,False
3110437,당고개역 2번,골목상권,상계3·4동,노원구,0.4850299401197604,0.3862275449101796,0.4520958083832335,0.3862275449101796,exploration_25pct_all_periods,False,False,50pct,,False
3110439,당고개역 5번,골목상권,상계3·4동,노원구,0.4850299401197604,0.3862275449101796,0.4520958083832335,0.3862275449101796,exploration_25pct_all_periods,False,False,50pct,,False
3110440,상계3동4동주민센터,골목상권,상계3·4동,노원구,0.4850299401197604,0.3862275449101796,0.4520958083832335,0.3862275449101796,exploration_25pct_all_periods,False,False,50pct,,False
3110401,도봉구민회관,골목상권,창5동,도봉구,0.4401197604790419,0.3892215568862275,0.4251497005988024,0.3892215568862275,exploration_25pct_all_periods,False,False,50pct,,False
3110520,경의중앙 신촌역,골목상권,신촌동,서대문구,0.5,0.3892215568862275,0.4820359281437126,0.3892215568862275,exploration_25pct_all_periods,False,False,50pct,,False
3110575,대흥동주민센터,골목상권,대흥동,마포구,0.5,0.3892215568862275,0.4820359281437126,0.3892215568862275,exploration_25pct_all_periods,False,False,50pct,,False
3110582,이대역 5번,골목상권,염리동,마포구,0.5,0.3892215568862275,0.4820359281437126,0.3892215568862275,exploration_25pct_all_periods,False,False,50pct,,False
3120096,"이화여대(이대역, 이대)",발달상권,신촌동,서대문구,0.5,0.3892215568862275,0.4820359281437126,0.3892215568862275,exploration_25pct_all_periods,False,False,50pct,,False
3130148,방학동도깨비시장,전통시장,방학2동,도봉구,0.4491017964071856,0.3892215568862275,0.4251497005988024,0.3892215568862275,exploration_25pct_all_periods,False,False,50pct,,False
3130178,이대 앞 스타트업 상점가,전통시장,신촌동,서대문구,0.5,0.3892215568862275,0.4820359281437126,0.3892215568862275,exploration_25pct_all_periods,False,False,50pct,,False
3130179,"이화여대 3,5,7길 상점가",전통시장,신촌동,서대문구,0.5,0.3892215568862275,0.4820359281437126,0.3892215568862275,exploration_25pct_all_periods,False,False,50pct,,False
3110157,자양동우체국,골목상권,자양2동,광진구,0.4221556886227545,0.3922155688622754,0.4311377245508982,0.3922155688622754,exploration_25pct_all_periods,False,False,50pct,,False
3111074,명일역 1번,골목상권,암사1동,강동구,0.3952095808383233,0.3922155688622754,0.4101796407185629,0.3922155688622754,exploration_25pct_all_periods,False,False,50pct,,False
3110572,서강대역 1번,골목상권,신수동,마포구,0.4850299401197604,0.3982035928143712,0.4491017964071856,0.3982035928143712,exploration_25pct_all_periods,False,False,50pct,,False
3110580,양원초등학교,골목상권,대흥동,마포구,0.5029940119760479,0.4011976047904191,0.4820359281437126,0.4011976047904191,exploration_25pct_all_periods,False,False,50pct,,False
3111010,석촌역 7번,골목상권,석촌동,송파구,0.4041916167664671,0.4011976047904191,0.4251497005988024,0.4011976047904191,exploration_25pct_all_periods,False,False,50pct,,False
3110587,공덕동주민센터,골목상권,공덕동,마포구,0.4730538922155688,0.4071856287425149,0.467065868263473,0.4071856287425149,exploration_25pct_all_periods,False,False,50pct,,False
3110151,자양한강도서관,골목상권,자양2동,광진구,0.4640718562874251,0.4161676646706587,0.4520958083832335,0.4161676646706587,exploration_25pct_all_periods,False,False,50pct,,False
3111058,성내중학교,골목상권,성내1동,강동구,0.4281437125748503,0.4161676646706587,0.4341317365269461,0.4161676646706587,exploration_25pct_all_periods,False,False,50pct,,False
3120228,석촌역(석촌호수),발달상권,송파1동,송파구,0.4161676646706587,0.4161676646706587,0.4311377245508982,0.4161676646706587,exploration_25pct_all_periods,False,False,50pct,,False
3111057,천호공원(해공체육문화센터),골목상권,천호2동,강동구,0.4550898203592814,0.4251497005988024,0.4491017964071856,0.4251497005988024,exploration_25pct_all_periods,False,False,50pct,,False
3111052,암사역 3번(천호동자전거거리),골목상권,천호2동,강동구,0.5089820359281437,0.4281437125748503,0.5059880239520959,0.4281437125748503,exploration_25pct_all_periods,False,False,50pct,,False
3111054,암사역 4번(삼성광나루아파트),골목상권,암사2동,강동구,0.5089820359281437,0.4281437125748503,0.5059880239520959,0.4281437125748503,exploration_25pct_all_periods,False,False,50pct,,False
3111060,암사역 2번(서울강동초등학교),골목상권,천호2동,강동구,0.5089820359281437,0.4281437125748503,0.5059880239520959,0.4281437125748503,exploration_25pct_all_periods,False,False,50pct,,False
3111061,암사역 1번,골목상권,암사1동,강동구,0.5089820359281437,0.4281437125748503,0.5059880239520959,0.4281437125748503,exploration_25pct_all_periods,False,False,50pct,,False
3120244,암사역,발달상권,암사2동,강동구,0.5089820359281437,0.4281437125748503,0.5059880239520959,0.4281437125748503,exploration_25pct_all_periods,False,False,50pct,,False
3130320,암사종합시장,전통시장,암사1동,강동구,0.5089820359281437,0.4281437125748503,0.5059880239520959,0.4281437125748503,exploration_25pct_all_periods,False,False,50pct,,False
3110360,수유초등학교,골목상권,수유1동,강북구,0.5239520958083832,0.4311377245508982,0.4730538922155688,0.4311377245508982,exploration_25pct_all_periods,False,False,50pct,,False
3110952,논현목련공원,골목상권,논현1동,강남구,0.4820359281437126,0.437125748502994,0.4820359281437126,0.437125748502994,exploration_25pct_all_periods,False,False,50pct,,False
3120177,신논현역 1번,발달상권,반포1동,서초구,0.4940119760479042,0.437125748502994,0.4820359281437126,0.437125748502994,exploration_25pct_all_periods,False,False,50pct,,False
3120233,몽촌토성역,발달상권,방이2동,송파구,0.4550898203592814,0.437125748502994,0.4850299401197604,0.437125748502994,exploration_25pct_all_periods,False,False,50pct,,False
3110081,해방촌 남동측,골목상권,용산2가동,용산구,0.5239520958083832,0.4401197604790419,0.4820359281437126,0.4401197604790419,exploration_25pct_all_periods,False,False,50pct,,False
3110576,대흥역 3번,골목상권,대흥동,마포구,0.5149700598802395,0.4431137724550898,0.4940119760479042,0.4431137724550898,exploration_25pct_all_periods,False,False,50pct,,False
3111050,강동구청(강동구청역 2번),골목상권,성내1동,강동구,0.5149700598802395,0.4491017964071856,0.5239520958083832,0.4491017964071856,exploration_25pct_all_periods,False,False,50pct,,False
3111053,성내천어린이공원(하니사랑길),골목상권,성내1동,강동구,0.5149700598802395,0.4491017964071856,0.5239520958083832,0.4491017964071856,exploration_25pct_all_periods,False,False,50pct,,False
3120242,강동구청역,발달상권,성내1동,강동구,0.5149700598802395,0.4491017964071856,0.5239520958083832,0.4491017964071856,exploration_25pct_all_periods,False,False,50pct,,False
3111069,천호1동주민센터,골목상권,천호1동,강동구,0.497005988023952,0.4580838323353293,0.5,0.4580838323353293,exploration_25pct_all_periods,False,False,50pct,,False
3111070,천호초등학교,골목상권,천호1동,강동구,0.497005988023952,0.4580838323353293,0.5,0.4580838323353293,exploration_25pct_all_periods,False,False,50pct,,False
3111075,굽은다리역 2번,골목상권,천호1동,강동구,0.497005988023952,0.4580838323353293,0.5,0.4580838323353293,exploration_25pct_all_periods,False,False,50pct,,False
3111080,굽은다리역 3번,골목상권,명일1동,강동구,0.497005988023952,0.4580838323353293,0.5,0.4580838323353293,exploration_25pct_all_periods,False,False,50pct,,False
3120247,굽은다리역,발달상권,천호1동,강동구,0.497005988023952,0.4580838323353293,0.5,0.4580838323353293,exploration_25pct_all_periods,False,False,50pct,,False
3130325,명일전통시장,전통시장,명일1동,강동구,0.497005988023952,0.4580838323353293,0.5,0.4580838323353293,exploration_25pct_all_periods,False,False,50pct,,False
3110088,오산고등학교,골목상권,서빙고동,용산구,0.5329341317365269,0.4610778443113772,0.5,0.4610778443113772,exploration_25pct_all_periods,False,False,50pct,,False
3110090,한국폴리텍대학서울정수캠퍼스,골목상권,보광동,용산구,0.5329341317365269,0.4610778443113772,0.5,0.4610778443113772,exploration_25pct_all_periods,False,False,50pct,,False
3110949,한남IC,골목상권,신사동,강남구,0.6197604790419161,0.4610778443113772,0.5508982035928144,0.4610778443113772,exploration_25pct_all_periods,False,False,50pct,,False
3110098,서울독일학교,골목상권,한남동,용산구,0.625748502994012,0.4640718562874251,0.5508982035928144,0.4640718562874251,exploration_25pct_all_periods,False,False,50pct,,False
3110415,수락산역 4번,골목상권,상계1동,노원구,0.5688622754491018,0.4640718562874251,0.5029940119760479,0.4640718562874251,exploration_25pct_all_periods,False,False,50pct,,False
3110419,수락산디자인거리,골목상권,상계1동,노원구,0.5688622754491018,0.4640718562874251,0.5029940119760479,0.4640718562874251,exploration_25pct_all_periods,False,False,50pct,,False
3130302,강남시장(강남구 강남시장),전통시장,신사동,강남구,0.6227544910179641,0.4640718562874251,0.5538922155688623,0.4640718562874251,exploration_25pct_all_periods,False,False,50pct,,False
3120167,고속터미널(고속터미널역),발달상권,반포4동,서초구,0.5958083832335329,0.467065868263473,0.5269461077844312,0.467065868263473,exploration_25pct_all_periods,False,False,50pct,,False
3120170,삼호가든사거리,발달상권,반포4동,서초구,0.5958083832335329,0.467065868263473,0.5269461077844312,0.467065868263473,exploration_25pct_all_periods,False,False,50pct,,False
3110581,염리초등학교,골목상권,용강동,마포구,0.5329341317365269,0.4700598802395209,0.5029940119760479,0.4700598802395209,exploration_25pct_all_periods,False,False,50pct,,False
3120106,마포역,발달상권,용강동,마포구,0.5329341317365269,0.4700598802395209,0.5029940119760479,0.4700598802395209,exploration_25pct_all_periods,False,False,50pct,,False
3120107,공덕역(공덕오거리),발달상권,공덕동,마포구,0.5329341317365269,0.4700598802395209,0.5029940119760479,0.4700598802395209,exploration_25pct_all_periods,False,False,50pct,,False
3130195,도화동 상점가,전통시장,도화동,마포구,0.5329341317365269,0.4700598802395209,0.5029940119760479,0.4700598802395209,exploration_25pct_all_periods,False,False,50pct,식사,False
3130196,공덕시장,전통시장,공덕동,마포구,0.5329341317365269,0.4700598802395209,0.5029940119760479,0.4700598802395209,exploration_25pct_all_periods,False,False,50pct,,False
3130197,마포시장,전통시장,공덕동,마포구,0.5329341317365269,0.4700598802395209,0.5029940119760479,0.4700598802395209,exploration_25pct_all_periods,False,False,50pct,,False
3120095,홍제역,발달상권,홍제1동,서대문구,0.592814371257485,0.4730538922155688,0.5359281437125748,0.4730538922155688,exploration_25pct_all_periods,False,False,50pct,,False
3120248,명일역,발달상권,명일1동,강동구,0.497005988023952,0.4730538922155688,0.5119760479041916,0.4730538922155688,exploration_25pct_all_periods,False,False,50pct,,False
3120225,잠실새내역(신천),발달상권,잠실본동,송파구,0.4790419161676646,0.4760479041916167,0.5269461077844312,0.4760479041916167,exploration_25pct_all_periods,False,False,50pct,여가문화,False
3130311,새마을시장,전통시장,잠실본동,송파구,0.4790419161676646,0.4760479041916167,0.5269461077844312,0.4760479041916167,exploration_25pct_all_periods,False,False,50pct,,False
3110412,창동중학교,골목상권,방학1동,도봉구,0.5209580838323353,0.4790419161676646,0.5059880239520959,0.4790419161676646,exploration_25pct_all_periods,False,False,50pct,,False
3120176,논현역 4번,발달상권,반포1동,서초구,0.5479041916167665,0.4790419161676646,0.5299401197604791,0.4790419161676646,exploration_25pct_all_periods,False,False,50pct,,False
3130137,"수유전통시장(수유시장, 수유골목시장)",전통시장,수유1동,강북구,0.5778443113772455,0.4790419161676646,0.5449101796407185,0.4790419161676646,exploration_25pct_all_periods,False,False,50pct,,False
3130303,영동전통시장,전통시장,논현1동,강남구,0.5479041916167665,0.4790419161676646,0.5299401197604791,0.4790419161676646,exploration_25pct_all_periods,False,False,50pct,,False
3110077,삼광초등학교,골목상권,후암동,용산구,0.592814371257485,0.4820359281437126,0.5479041916167665,0.4820359281437126,exploration_25pct_all_periods,False,False,50pct,,False
3110278,망우본동주민센터,골목상권,망우본동,중랑구,0.6107784431137725,0.5269461077844312,0.4850299401197604,0.4850299401197604,exploration_25pct_all_periods,False,False,50pct,,False
3110389,한일병원,골목상권,쌍문3동,도봉구,0.5718562874251497,0.4850299401197604,0.5419161676646707,0.4850299401197604,exploration_25pct_all_periods,False,False,50pct,,False
3120186,가로수길,발달상권,신사동,강남구,0.6317365269461078,0.4850299401197604,0.5598802395209581,0.4850299401197604,exploration_25pct_all_periods,False,False,50pct,,False
3110062,한강로동땡땡거리(은행나무길),골목상권,한강로동,용산구,0.5688622754491018,0.4880239520958084,0.5389221556886228,0.4880239520958084,exploration_25pct_all_periods,False,False,50pct,,False
3130132,삼양골목시장(삼양시장),전통시장,삼양동,강북구,0.5868263473053892,0.4880239520958084,0.5568862275449101,0.4880239520958084,exploration_25pct_all_periods,False,False,50pct,,False
3110060,효창공원앞역 6번,골목상권,용문동,용산구,0.5718562874251497,0.4940119760479042,0.5449101796407185,0.4940119760479042,exploration_25pct_all_periods,False,False,50pct,,False
3110061,효창동주민센터,골목상권,효창동,용산구,0.5718562874251497,0.4940119760479042,0.5449101796407185,0.4940119760479042,exploration_25pct_all_periods,False,False,50pct,,False
3110065,남정초등학교,골목상권,원효로1동,용산구,0.5718562874251497,0.4940119760479042,0.5449101796407185,0.4940119760479042,exploration_25pct_all_periods,False,False,50pct,,False
3110277,러스크서울병원,골목상권,망우본동,중랑구,0.6077844311377245,0.562874251497006,0.4940119760479042,0.4940119760479042,exploration_25pct_all_periods,False,False,50pct,,False
3130056,용산용문시장,전통시장,용문동,용산구,0.5718562874251497,0.4940119760479042,0.5449101796407185,0.4940119760479042,exploration_25pct_all_periods,False,False,50pct,,False
3110970,학동초등학교,골목상권,논현2동,강남구,0.5479041916167665,0.5059880239520959,0.5329341317365269,0.5059880239520959,base_50pct_all_periods,True,False,80pct,,False
3110974,언주중학교,골목상권,삼성2동,강남구,0.5479041916167665,0.5059880239520959,0.5329341317365269,0.5059880239520959,base_50pct_all_periods,True,False,80pct,,False
3110976,언북초등학교,골목상권,청담동,강남구,0.5419161676646707,0.5059880239520959,0.5299401197604791,0.5059880239520959,base_50pct_all_periods,True,False,80pct,,False
3120207,선정릉역,발달상권,삼성2동,강남구,0.5479041916167665,0.5059880239520959,0.5329341317365269,0.5059880239520959,base_50pct_all_periods,True,False,80pct,,False
3110372,강북중학교,골목상권,수유3동,강북구,0.5778443113772455,0.5089820359281437,0.5269461077844312,0.5089820359281437,base_50pct_all_periods,True,False,80pct,,False
3110063,효창공원앞역 5번,골목상권,원효로1동,용산구,0.5718562874251497,0.5119760479041916,0.5449101796407185,0.5119760479041916,base_50pct_all_periods,True,False,80pct,,False
3130122,밤나무골시장,전통시장,월곡1동,성북구,0.562874251497006,0.5119760479041916,0.5449101796407185,0.5119760479041916,base_50pct_all_periods,True,False,80pct,,False
